1000005	1291565	5	P
1000005	1291585	4	P
1000005	1291561	4	P
1000005	1291588	3	P
1000005	1291936	4	P
1000001	1291824	4	P
1000305	1292272	4	P
1000005	1292055	5	P
1000305	1291545	3	P
1000005	1292274	2	P
1000179	1292234	4	P
1000005	1291841	5	P
1000005	1291999	4	P
1000005	1292268	4	P
1000117	1292275	4	P
1000001	1292275	4	P
1000117	1292276	4	P
1000117	1292277	4	P
1000117	1292278	5	P
1000117	1292279	5	P
1000143	1292262	5	P
1000117	1292280	4	P
1000143	1291847	4	P
1000143	1291546	5	P
1000143	1291875	5	P
1000143	1291858	4	P
1000143	1291841	5	P
1000117	1292281	5	P
1000311	1292275	3	P
1000005	1292275	4	P
1000005	1291832	5	P
1000096	1292281	4	P
1000005	1292052	4	P
1000096	1292052	5	P
1000005	1292260	4	P
1000005	1291877	4	P
1000005	1291576	4	P
1000005	1291546	4	P
1000005	1291562	4	P
1000005	1291563	4	P
1000630	1292282	None	P
1000212	1292281	5	P
1000199	1292281	5	P
1000311	1291562	5	P
1000182	1291562	5	P
1000096	1291830	4	F
1000792	1292234	5	P
1000792	1292281	5	P
1000792	1291562	3	P
1000152	1292275	4	P
1000001	1292281	4	P
1000792	1291828	5	P
1000792	1292063	4	P
1000001	1291579	4	P
1000792	1291549	4	P
1000776	1292274	4	P
1000776	1292275	4	P
1000768	1291562	5	P
1000479	1292281	5	P
1000479	1291562	5	P
1000479	1291549	4	P
1000143	1292286	4	P
1000795	1291828	5	P
1000795	1292275	4	P
1000143	1292287	5	P
1000795	1292001	5	P
1000795	1292052	5	P
1000559	1292264	4	P
1000795	1292056	4	P
1000795	1292047	4	P
1000795	1291999	4	P
1000795	1292288	5	P
1000179	1292275	None	P
1000795	1291841	5	P
1000776	1292001	5	P
1000559	1291999	4	P
1000559	1292000	4	P
1000776	1292289	4	P
1000559	1291582	4	P
1000559	1291581	5	P
1000776	1292000	4	P
1000795	1292219	4	P
1000795	1291546	5	P
1000179	1292289	4	P
1000795	1292225	4	P
1000096	1292287	4	P
1000096	1292286	4	P
1000212	1292000	5	P
1000024	1292321	5	P
1000799	1291558	5	P
1000799	1292326	4	P
1000799	1292327	5	P
1000792	1291558	3	P
1000792	1292289	4	P
1000776	1292224	None	P
1000776	1292233	3	P
1000776	1291990	5	P
1000776	1291546	5	P
1000393	1292230	3	P
1000393	1292328	5	P
1000393	1292000	4	P
1000393	1292329	5	P
1000096	1292328	5	P
1000166	1292281	5	P
1000393	1292330	4	P
1000478	1292331	4	P
1000096	1292332	4	P
1000311	1291558	5	P
1000148	1291843	5	P
1000795	1292233	4	P
1000810	1292333	5	P
1000448	1292063	4	P
1000812	1291833	4	P
1000001	1292335	4	P
1000518	1291875	5	P
1000518	1291858	4	P
1000776	1291847	4	P
1000488	1292052	5	P
1000162	1292217	4	P
1000162	1292001	5	P
1000162	1292062	5	P
1000162	1292211	5	P
1000162	1291878	5	P
1000162	1292337	4	P
1000819	1291818	4	P
1000553	1292338	5	P
1000553	1292340	4	P
1000553	1291559	5	P
1000162	1291562	4	P
1000553	1291576	4	P
1000251	1292344	None	P
1000251	1291841	5	P
1000251	1291832	4	P
1000251	1292343	5	P
1000251	1291833	4	P
1000251	1291552	5	P
1000251	1291544	None	P
1000251	1291843	4	P
1000117	1292345	4	P
1000117	1292347	5	P
1000117	1291833	4	P
1000117	1292348	None	P
1000117	1292349	4	P
1000117	1292352	4	P
1000806	1291556	4	P
1000001	1292348	4	P
1000001	1292347	4	P
1000001	1292344	3	P
1000001	1292365	4	P
1000799	1292347	5	P
1000799	1291561	4	P
1000799	1291936	5	P
1000799	1292001	4	P
1000148	1291999	5	P
1000807	1291936	4	P
1000807	1292347	5	P
1000398	1291546	5	P
1000393	1291546	None	P
1000793	1292370	3	P
1000311	1292365	5	P
1000393	1292371	5	P
1000393	1292396	4	P
1000393	1292228	4	P
1000393	1292397	4	P
1000393	1292275	4	P
1000393	1292219	None	P
1000393	1292260	4	P
1000393	1292226	4	P
1000831	1292344	3	P
1000831	1291561	4	P
1000831	1291588	3	P
1000831	1292401	4	P
1000398	1291561	4	P
1000096	1292341	4	P
1000559	1292365	4	P
1000795	1292341	4	P
1000795	1292365	5	P
1000795	1292343	3	P
1000795	1291562	4	P
1000232	1292062	5	P
1000005	1292281	4	P
1000194	1292063	5	P
1000005	1292347	5	P
1000005	1292341	3	P
1000005	1292234	4	P
1000096	1291999	5	P
1000096	1292402	5	P
1000096	1292403	5	P
1000212	1292226	5	P
1000847	1292064	4	P
1000559	1292226	5	P
1000096	1291548	5	P
1000795	1291548	5	P
1000776	1292403	None	P
1000847	1291843	None	P
1000393	1292434	4	P
1000464	1291561	5	P
1000750	1291561	4	P
1000005	1292403	4	P
1000096	1292440	4	P
1000096	1292444	4	P
1000865	1292052	5	P
1000096	1292449	4	P
1000096	1292450	4	P
1000205	1291558	5	P
1000205	1292327	5	P
1000205	1292262	4	P
1000704	1292275	5	P
1000704	1292365	5	P
1000768	1292262	4	P
1000096	1299292	4	P
1000398	1292052	5	P
1000793	1308777	4	P
1000448	1291843	4	P
1000448	1304141	4	P
1000448	1302467	3	P
1000448	1303164	3	P
1000448	1294639	3	P
1000795	1292274	3	P
1000795	1292224	5	P
1000795	1291558	4	P
1000212	1292224	5	P
1000264	1292052	5	P
1000393	1292052	4	P
1000393	1292528	4	P
1000393	1291549	3	P
1000117	1309140	4	P
1000117	1292720	5	P
1000117	1309131	3	P
1000117	1292528	4	P
1000205	1292528	4	P
1000641	1292327	None	P
1000464	1292528	5	P
1000332	1291566	4	P
1000212	1292528	5	P
1000311	1292528	5	P
1000768	1292528	4	P
1000750	1301578	4	P
1000750	1291549	4	P
1000005	1292528	4	P
1000096	1293377	3	P
1000005	1292396	4	P
1000005	1307959	5	P
1000005	1307681	4	P
1000005	1304676	4	P
1000559	1292528	None	P
1000005	1294194	3	P
1000005	1303451	3	P
1000005	1307528	4	P
1000677	1292528	5	P
1000005	1304447	4	P
1000005	1299209	3	P
1000739	1292052	5	P
1000739	1291548	5	P
1000061	1302827	5	P
1000061	1295647	5	P
1000005	1306666	5	P
1000005	1306450	5	P
1000005	1292215	5	P
1000005	1295268	5	P
1000005	1296177	5	P
1000005	1291830	3	P
1000005	1306186	4	P
1000096	1295644	4	P
1000096	1297690	4	P
1000212	1304406	5	P
1000005	1304972	4	P
1000005	1295644	4	P
1000005	1292000	5	P
1000005	1295399	5	P
1000005	1294827	5	P
1000005	1296196	5	P
1000005	1303067	5	P
1000005	1292206	5	P
1000005	1292329	5	P
1000541	1291828	5	P
1000005	1309215	3	P
1000005	1309221	3	P
1000005	1309219	3	P
1000005	1296157	5	P
1000005	1305605	5	P
1000005	1297131	5	P
1000005	1295428	5	P
1000005	1304406	5	P
1000005	1297690	3	P
1000005	1292224	4	P
1000328	1291847	5	P
1000117	1295644	4	P
1000311	1292329	5	P
1000212	1297131	5	P
1000311	1295644	5	P
1000311	1293181	5	P
1000311	1292434	5	P
1000311	1308027	3	P
1000795	1295644	4	P
1000795	1291847	3	P
1000795	1292206	4	P
1000795	1292234	3	P
1000117	1308777	4	P
1000117	1303850	4	P
1000559	1292329	None	P
1000559	1292434	5	P
1000152	1292434	5	P
1000541	1292224	4	P
1000328	1291573	4	P
1000894	1305265	5	P
1000328	1292052	5	P
1000328	1292329	5	P
1000328	1291875	5	P
1000328	1295644	5	P
1000891	1308575	5	P
1000704	1292434	5	P
1000328	1292001	5	P
1000328	1292211	5	P
1000152	1292215	5	P
1000001	1303850	3	P
1000001	1295644	4	P
1000328	1292215	5	P
1000018	1291823	None	P
1000018	1309085	5	P
1000018	1291549	4	P
1000720	1291549	3	P
1000057	1308745	4	P
1000057	1304530	5	P
1000398	1291549	None	P
1000321	1295644	5	P
1000321	1301950	4	P
1000321	1291562	3	P
1000321	1292047	4	P
1000321	1292048	4	P
1000321	1292049	4	P
1000321	1292528	3	P
1000321	1292275	4	P
1000321	1292052	4	P
1000060	1295250	None	P
1000001	1296459	4	P
1000775	1309004	4	P
1000775	1291555	4	P
1000898	1291543	5	P
1000831	1291545	3	P
1000148	1308777	5	P
1000042	1296869	4	P
1000182	1292215	5	P
1000732	1292401	5	P
1000464	1303036	5	P
1000793	1295644	4	P
1000792	1292215	5	P
1000792	1292401	2	P
1000624	1292215	5	P
1000624	1291543	5	P
1000819	1292052	5	P
1000819	1292215	4	P
1000212	1295644	5	P
1000152	1291562	5	P
1000205	1292275	5	P
1000205	1295644	4	P
1000434	1304003	5	P
1000434	1308841	5	P
1000916	1309020	3	P
1000321	1303451	4	P
1000321	1291546	4	P
1000321	1291999	4	P
1000321	1291875	4	P
1000321	1292229	4	P
1000911	1292052	5	P
1000916	1292052	5	P
1000916	1300949	5	P
1000321	1292328	5	P
1000321	1292679	5	P
1000143	1295644	4	P
1000143	1293839	4	P
1000143	1292328	3	P
1000917	1292052	4	P
1000117	1305978	5	P
1000001	1296214	5	P
1000001	1293834	5	P
1000001	1309237	5	P
1000001	1308859	4	P
1000117	1309238	4	P
1000884	1291851	4	P
1000106	1292052	5	P
1000921	1305978	4	P
1000922	1292328	5	P
1000925	1295644	4	P
1000231	1292052	3	P
1000559	1292052	5	P
1000926	1291562	5	P
1000926	1292528	5	P
1000926	1308777	4	P
1000926	1302252	5	P
1000927	1292528	4	P
1000927	1293460	5	P
1000927	1292000	5	P
1000927	1303037	4	P
1000927	1308746	3	P
1000926	1291566	4	P
1000393	1291976	None	P
1000393	1291992	None	P
1000729	1292215	4	P
1000018	1292052	None	P
1000018	1308831	4	P
1000005	1296617	4	P
1000018	1293399	5	P
1000005	1300959	5	P
1000018	1291578	4	P
1000148	1309237	5	P
1000148	1309085	5	P
1000148	1309004	4	P
1000018	1292223	5	P
1000005	1309238	4	P
1000005	1309237	4	P
1000005	1293834	4	P
1000005	1296214	4	P
1000321	1305690	5	P
1000321	1291877	5	P
1000937	1291546	5	P
1000937	1303394	5	P
1000937	1292289	4	P
1000937	1309297	5	P
1000933	1292206	5	P
1000831	1295644	4	P
1000434	1292052	4	P
1000434	1291566	5	P
1000831	1291582	4	P
1000831	1292052	4	P
1000913	1292275	4	P
1000913	1292052	5	P
1000919	1292275	4	P
1000194	1295644	4	P
1000398	1292063	5	P
1000398	1291828	4	P
1000398	1292001	None	P
1000943	1296617	None	P
1000947	1291566	4	P
1000943	1292063	5	P
1000943	1291841	5	P
1000943	1296177	5	P
1000943	1291828	None	P
1000947	1291936	5	P
1000793	1308974	4	P
1000793	1292000	4	P
1000950	1304073	5	P
1000194	1292281	5	P
1000950	1306471	4	P
1000182	1295644	5	P
1000096	1298667	4	P
1000919	1292208	5	P
1000175	1292281	4	P
1000182	1308974	4	P
1000953	1292052	5	P
1000311	1292215	5	P
1000096	1298506	4	P
1000865	1308974	5	P
1000576	1291577	3	P
1000576	1291573	3	P
1000576	1291579	4	P
1000576	1291586	5	P
1000182	1292370	5	P
1000943	1291562	None	P
1000943	1291847	4	P
1000793	1291586	4	P
1000793	1303031	3	P
1000793	1307187	3	P
1000964	1295644	5	P
1000464	1291854	2	P
1000926	1292208	5	P
1000926	1291847	3	P
1000926	1297665	4	P
1000926	1292272	4	P
1000353	1292052	4	P
1000353	1309004	None	P
1000353	1292213	4	P
1000792	1297643	5	P
1000739	1291832	5	P
1000739	1291841	3	P
1000739	1292062	4	P
1000739	1297894	5	P
1000739	1292233	None	F
1000739	1296339	5	P
1000739	1291835	5	P
1000002	1292001	None	F
1000117	1291566	5	P
1000002	1291556	None	F
1000005	1291556	None	F
1000070	1292327	None	F
1000152	1292329	None	F
1000212	1291558	None	F
1000212	1292327	None	F
1000212	1292329	None	F
1000212	1295268	None	F
1000212	1300959	None	F
1000212	1303036	5	P
1000311	1292224	None	F
1000655	1291989	None	F
1000701	1292329	None	F
1000704	1292327	5	P
1000704	1292338	5	P
1000831	1299799	None	F
1000831	1292063	None	P
1000831	1292275	None	P
1000831	1292531	None	F
1000831	1295603	None	F
1000926	1308841	None	F
1000911	1291835	4	P
1000246	1306075	5	P
1000246	1304826	4	P
1000712	1295644	5	P
1000712	1308974	3	P
1000712	1292052	5	P
1000712	1292275	4	P
1000712	1309004	3	P
1000712	1291835	4	P
1000177	1292212	3	P
1000177	1309004	4	P
1000177	1292052	4	P
1000177	1292275	4	P
1000177	1291582	3	P
1000177	1291581	3	P
1000712	1292434	4	P
1000001	1293838	4	P
1000001	1296528	5	P
1000001	1297151	4	P
1000001	1294362	4	P
1000001	1297785	3	P
1000001	1309078	5	P
1000960	1294540	5	P
1000960	1291841	5	P
1000960	1307909	None	P
1000960	1307561	None	P
1000960	1304862	5	P
1000960	1303456	4	P
1000960	1296370	4	P
1000960	1292396	5	P
1000960	1304676	3	P
1000960	1307681	5	P
1000960	1304758	5	P
1000960	1304879	3	P
1000960	1308833	5	P
1000960	1308854	4	P
1000960	1300186	5	P
1000568	1309078	5	P
1000776	1295644	5	P
1000776	1292215	None	P
1000960	1292215	5	P
1000960	1291875	5	P
1000960	1291546	5	P
1000960	1292365	5	P
1000960	1309004	5	P
1000792	1299193	5	P
1000973	1292275	4	P
1000960	1292223	5	P
1000960	1292000	5	P
1000792	1291877	None	F
1000792	1292338	None	F
1000960	1292434	5	P
1000960	1292329	5	P
1000793	1292792	4	P
1000793	1292328	4	P
1000793	1306471	None	F
1000793	1291877	None	F
1000793	1307474	None	F
1000793	1304447	4	P
1000793	1297329	None	F
1000793	1294315	2	P
1000793	1292504	None	F
1000793	1292211	None	F
1000153	1292000	5	P
1000153	1295644	5	P
1000153	1292223	5	P
1000153	1309297	4	P
1000153	1291843	5	P
1000153	1304141	5	P
1000153	1302467	5	P
1000153	1303164	5	P
1000153	1300949	4	P
1000153	1308599	5	P
1000960	1292052	5	P
1000960	1292370	5	P
1000960	1291573	5	P
1000203	1295644	5	P
1000047	1309078	5	P
1000047	1293838	5	P
1000047	1294362	5	P
1000047	1297151	5	P
1000047	1297785	5	P
1000047	1293834	5	P
1000047	1292343	5	P
1000047	1291824	5	P
1000047	1292365	5	P
1000704	1292052	5	P
1000704	1292528	5	P
1000978	1309078	5	P
1000978	1291573	5	P
1000704	1292215	5	P
1000704	1295644	5	P
1000704	1291854	4	P
1000704	1292343	3	P
1000704	1292370	4	P
1000704	1291843	5	P
1000704	1304141	5	P
1000704	1302467	5	P
1000704	1292000	5	P
1000704	1294315	4	P
1000704	1292001	4	P
1000704	1291828	4	P
1000704	1292063	4	P
1000704	1293181	5	P
1000704	1304406	4	P
1000704	1296157	4	P
1000704	1296196	5	P
1000704	1292206	3	P
1000704	1306186	4	P
1000704	1296177	4	P
1000704	1303451	5	P
1000704	1294194	5	P
1000704	1292341	4	P
1000704	1292347	4	P
1000704	1291936	4	P
1000704	1291841	5	P
1000704	1292048	5	P
1000704	1292047	5	P
1000704	1292049	5	P
1000704	1291875	5	P
1000704	1292229	4	P
1000704	1292218	5	P
1000704	1291840	5	P
1000704	1292061	4	P
1000704	1291879	5	P
1000704	1291832	5	P
1000704	1291572	5	P
1000704	1291552	5	P
1000704	1291543	5	P
1000704	1301465	4	P
1000704	1292230	4	P
1000704	1293792	4	P
1000704	1297929	4	P
1000704	1298989	4	P
1000704	1293590	5	P
1000704	1294376	4	P
1000704	1296992	4	P
1000704	1300161	5	P
1000704	1293708	4	P
1000704	1292780	4	P
1000704	1299112	4	P
1000704	1292220	5	P
1000704	1292504	4	P
1000704	1302061	4	P
1000704	1296124	3	P
1000153	1295647	5	P
1000704	1294434	4	P
1000704	1298974	5	P
1000704	1298697	4	P
1000704	1294595	4	P
1000704	1292682	4	P
1000704	1293818	5	P
1000704	1301582	4	P
1000704	1303542	5	P
1000704	1303001	3	P
1000704	1303040	3	P
1000704	1299248	5	P
1000704	1295656	5	P
1000704	1307474	5	P
1000704	1307223	3	P
1000704	1296935	4	P
1000704	1299348	3	P
1000704	1293285	5	P
1000704	1300960	4	P
1000704	1293531	3	P
1000704	1300904	4	P
1000704	1291868	5	P
1000704	1300056	5	P
1000704	1299080	4	P
1000704	1305164	5	P
1000704	1305690	5	P
1000704	1309029	3	P
1000704	1292679	5	P
1000704	1291557	4	P
1000704	1292328	4	P
1000704	1291555	3	P
1000704	1291999	3	P
1000704	1301272	4	P
1000704	1291851	5	P
1000704	1305224	4	P
1000704	1294639	4	P
1000704	1291876	4	P
1000704	1305092	4	P
1000704	1306730	5	P
1000704	1293034	4	P
1000795	1309004	4	P
1000795	1291835	4	P
1000795	1292720	4	P
1000795	1292211	4	P
1000795	1291561	4	P
1000795	1308807	4	P
1000174	1292052	5	P
1000174	1295644	4	P
1000117	1309029	2	P
1000057	1291835	5	P
1000808	1292720	4	P
1000808	1308831	4	P
1000808	1295644	5	P
1000808	1292056	4	P
1000808	1292052	5	P
1000808	1308127	4	P
1000808	1301345	4	P
1000739	1296778	3	P
1000750	1292215	4	P
1000153	1302827	5	P
1000311	1310153	4	P
1000988	1292215	5	P
1000988	1292052	5	P
1000750	1292281	4	P
1000750	1310153	4	P
1000750	1292220	4	P
1000750	1293555	3	P
1000750	1292329	None	P
1001003	1291835	5	P
1000002	1310153	5	P
1001002	1291561	4	P
1000795	1293555	5	P
1000795	1310153	3	P
1000795	1296778	4	P
1000991	1293839	None	F
1000991	1309078	None	F
1000991	1310153	None	F
1001004	1308765	4	P
1000156	1309078	None	P
1001004	1292208	4	P
1001004	1308974	3	P
1000005	1292225	4	P
1001007	1303022	4	P
1000005	1297007	None	F
1000005	1299603	4	P
1000005	1292718	3	P
1000005	1306548	5	P
1001010	1297785	5	P
1000005	1293028	3	P
1000005	1303037	4	P
1000005	1292504	5	P
1000005	1302325	3	P
1001009	1294639	5	P
1000005	1292434	3	P
1000005	1300056	4	P
1000005	1300067	3	P
1000005	1298892	3	P
1000005	1298197	4	P
1000005	1292061	5	P
1000005	1308807	4	P
1000005	1294315	None	F
1000005	1303173	4	P
1000005	1308765	4	P
1000005	1292208	5	P
1001014	1292215	4	P
1001014	1292365	3	P
1001014	1308799	5	P
1001014	1292052	5	P
1000311	1292504	None	P
1000311	1291549	5	P
1000311	1300056	5	P
1000820	1292208	5	P
1001016	1291999	3	P
1001016	1292328	None	P
1001016	1291557	None	P
1001016	1291555	4	P
1001016	1292679	3	P
1001016	1305690	4	P
1001016	1298112	3	P
1001016	1304624	4	P
1001016	1291843	3	P
1001016	1302467	5	P
1001016	1304141	None	P
1000937	1297447	4	P
1000937	1299288	5	P
1000959	1292722	5	P
1000959	1291543	5	P
1000937	1307488	4	P
1000937	1310159	5	P
1000937	1292679	4	P
1001018	1309078	3	P
1001009	1295644	4	P
1001009	1291586	5	P
1001017	1295644	None	P
1001017	1292528	5	P
1001017	1291562	None	P
1001017	1292001	None	P
1001017	1292047	None	P
1001017	1292048	None	P
1001017	1292049	None	P
1001017	1292281	None	P
1001017	1292229	None	P
1001017	1297131	None	P
1001017	1294639	None	P
1001017	1292055	None	P
1001017	1291879	None	P
1001017	1291847	None	P
1001017	1292061	None	P
1001017	1299080	None	P
1001017	1291836	None	P
1001017	1291835	None	P
1001017	1291584	None	P
1001002	1292679	4	P
1001002	1292229	5	P
1001002	1291879	4	P
1001017	1291548	None	P
1001017	1292370	None	P
1001017	1292260	None	P
1001017	1292238	None	P
1001002	1294417	5	P
1001017	1292052	None	P
1001017	1291841	None	P
1001017	1292223	None	P
1001017	1292365	None	P
1001002	1292528	4	P
1001017	1291840	None	P
1001017	1296214	None	P
1001017	1293590	None	P
1001017	1291561	None	P
1001017	1292220	4	P
1001017	1296196	None	P
1000647	1292434	4	P
1001018	1291555	5	P
1001014	1292212	4	P
1000176	1292052	5	P
1000176	1292220	5	P
1000153	1292220	5	P
1000001	1291843	5	P
1000001	1291573	4	P
1000001	1292001	4	P
1000001	1292229	3	P
1000001	1292260	4	P
1000919	1297359	5	P
1000988	1292275	5	P
1000988	1292260	5	P
1000988	1292528	5	P
1000793	1292679	4	P
1000793	1291999	4	P
1001014	1291566	5	P
1000311	1309029	3	P
1000096	1301171	4	P
1001033	1297769	None	F
1001015	1292052	5	P
1000750	1304406	None	P
1000096	1292528	4	P
1000750	1295644	5	P
1000001	1291840	4	P
1000001	1291586	4	P
1000001	1292228	4	P
1000001	1292211	4	P
1000001	1291582	4	P
1000001	1291822	4	P
1000001	1292264	4	P
1000001	1292223	4	P
1000001	1309004	4	P
1000001	1298667	2	P
1000001	1301171	4	P
1000001	1292270	3	P
1000739	1292219	5	P
1000739	1292371	5	P
1001038	1292339	4	P
1001038	1308773	5	P
1001038	1308076	5	P
1001038	1295253	5	P
1001038	1305068	4	P
1001038	1308429	4	P
1001038	1293173	4	P
1001038	1307657	3	P
1001038	1299981	5	P
1001038	1308207	3	P
1001038	1301861	4	P
1001038	1306317	4	P
1001038	1291586	None	F
1000427	1291546	4	P
1000001	1293590	4	P
1000001	1292274	4	P
1000001	1292722	3	P
1000001	1292402	4	P
1000667	1310153	None	F
1001043	1292274	5	P
1001004	1303173	5	P
1001004	1294181	4	P
1001004	1297359	5	P
